"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4"
2,650;-3,735;3,258;71,365;-0,0892;0,078;1,704;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,801E-4;2,650;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,044E-4;2,650;3,752;-20,071;-65,353;0,0896;-0,479;-1,560;0,000;0,058;3,469E-16;0,0000;0,001;1,735E-17;0,002;-6,613E-4
2,700;-3,473;6,807;65,547;-0,0829;0,162;1,565;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,708E-4;2,700;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,472E-4;2,700;2,653;-22,922;-45,185;0,0633;-0,547;-1,079;-0,017;0,058;0,000;-4,1667E-4;0,001;2,168E-18;0,002;-6,855E-4
2,750;-3,037;9,948;56,238;-0,0725;0,238;1,343;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,396E-4;2,750;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,559E-4;2,750;1,431;-24,667;-22,883;0,0342;-0,589;-0,546;0,000;0,058;-0,194;0,0000;0,001;-0,005;0,002;-7,425E-4
2,800;-2,461;12,508;44,215;-0,0587;0,299;1,056;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,502E-4;2,800;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,595E-4;2,800;0,140;-25,249;0,776;0,0033;-0,603;0,019;0,000;0,058;-0,388;0,0000;0,001;-0,009;0,002;-7,491E-4
2,850;-1,763;14,428;30,446;-0,0421;0,344;0,727;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,484E-4;2,850;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,815E-4;2,850;-1,134;-24,609;24,822;-0,0271;-0,587;0,593;0,000;0,000;-0,388;0,0000;0,000;-0,009;0,002;-7,747E-4
2,900;-0,995;15,592;15,514;-0,0237;0,372;0,370;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,878E-4;2,900;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,824E-4;2,900;-2,356;-22,747;48,094;-0,0562;-0,543;1,148;0,000;0,000;-0,194;0,0000;0,000;-0,005;0,002;-6,885E-4
2,950;-0,175;15,999;-0,194;-0,0042;0,382;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,409E-4;2,950;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,890E-4;2,950;-3,456;-19,722;68,844;-0,0825;-0,471;1,644;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,021E-4
3,000;0,628;15,592;-15,708;0,0150;0,372;-0,375;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,556E-4;3,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,339E-4;3,000;-4,363;-15,708;85,521;-0,1042;-0,375;2,042;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,706E-4
3,050;1,414;14,370;-30,058;0,0337;0,343;-0,718;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,777E-4;3,050;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,577E-4;3,050;-5,044;-10,996;97,351;-0,1204;-0,262;2,324;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,745E-4
3,100;2,094;12,508;-42,664;0,0500;0,299;-1,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,631E-4;3,100;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,618E-4;3,100;-5,480;-5,818;103,944;-0,1308;-0,139;2,481;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,391E-4
3,150;2,670;10,065;-53,523;0,0637;0,240;-1,278;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,791E-4;3,150;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,221E-4;3,150;-5,637;-0,407;104,914;-0,1346;-0,010;2,505;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,801E-4
3,200;3,124;7,098;-62,056;0,0746;0,169;-1,481;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,183E-4;3,200;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,563E-4;3,200;-5,515;4,887;100,453;-0,1317;0,117;2,398;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,404E-4
3,250;3,403;3,723;-66,710;0,0812;0,089;-1,593;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,398E-4;3,250;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,275E-4;3,250;-5,131;9,774;91,921;-0,1225;0,233;2,194;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,622E-4
3,300;3,491;0,233;-66,904;0,0833;0,006;-1,597;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,556E-4;3,300;0,000;0,000;0,194;0,0000;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,976E-4;3,300;-4,520;14,137;80,479;-0,1079;0,337;1,921;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,246E-4
3,350;3,421;-3,083;-63,608;0,0817;-0,074;-1,519;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,679E-4;3,350;0,000;0,000;3,297;0,0000;0,000;0,079;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,200E-4;3,350;-3,700;17,919;65,741;-0,0883;0,428;1,569;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,243E-4
3,400;3,176;-6,167;-57,984;0,0758;-0,147;-1,384;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,434E-4;3,400;0,000;0,058;15,320;0,0000;0,001;0,366;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,618E-4;3,400;-2,705;20,886;46,736;-0,0646;0,499;1,116;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,420E-4
3,450;2,793;-8,959;-50,421;0,0667;-0,214;-1,204;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,976E-4;3,450;0,000;0,931;44,021;0,0000;0,022;1,051;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,797E-4;3,450;-1,571;22,747;24,047;-0,0375;0,543;0,574;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,860E-4
3,500;2,269;-11,286;-40,724;0,0542;-0,269;-0,972;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,661E-4;3,500;0,017;3,665;86,879;4,1667E-4;0,088;2,074;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,885E-4;3,500;-0,384;23,329;0,388;-0,0092;0,557;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,672E-4
3,550;1,641;-13,090;-29,283;0,0392;-0,312;-0,699;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,502E-4;3,550;0,262;9,599;121,009;0,0062;0,229;2,889;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,393E-4;3,550;0,803;22,689;-21,720;0,0192;0,542;-0,519;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,475E-4
3,600;0,942;-14,254;-16,484;0,0225;-0,340;-0,394;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,668E-4;3,600;0,838;17,453;116,549;0,0200;0,417;2,782;0,000;0,000;-0,194;0,0000;0,000;-0,005;0,002;-8,167E-4;3,600;1,920;21,060;-41,306;0,0458;0,503;-0,986;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,175E-4
3,650;0,192;-14,777;-2,327;0,0046;-0,353;-0,056;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,071E-4;3,650;2,059;23,446;64,383;0,0492;0,560;1,537;0,000;0,000;-0,582;0,0000;0,000;-0,014;0,002;-6,749E-4;3,650;2,932;18,500;-58,759;0,0700;0,442;-1,403;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,207E-4
3,700;-0,559;-14,544;12,605;-0,0133;-0,347;0,301;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,400E-4;3,700;3,456;24,784;-10,084;0,0825;0,592;-0,241;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;0,002;-7,050E-4;3,700;3,805;15,126;-74,467;0,0908;0,361;-1,778;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,917E-4
3,750;-1,292;-13,497;27,150;-0,0308;-0,322;0,648;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,642E-4;3,750;4,677;21,584;-72,334;0,1117;0,515;-1,727;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;0,002;-8,038E-4;3,750;4,468;10,996;-87,654;0,1067;0,263;-2,093;0,000;0,000;-0,194;0,0000;0,000;-0,005;0,002;-7,368E-4
3,800;-1,937;-11,752;39,755;-0,0462;-0,281;0,949;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,455E-4;3,800;5,655;16,290;-107,823;0,1350;0,389;-2,574;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;0,002;-7,847E-4;3,800;4,922;6,225;-96,575;0,1175;0,149;-2,306;0,000;0,000;-0,582;0,0000;0,000;-0,014;0,002;-6,801E-4
3,850;-2,478;-9,425;49,839;-0,0592;-0,225;1,190;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,321E-4;3,850;6,336;10,239;-122,949;0,1512;0,244;-2,935;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;0,002;-7,116E-4;3,850;5,114;1,105;-99,290;0,1221;0,026;-2,370;0,000;-0,058;-0,582;0,0000;-0,001;-0,014;0,002;-8,083E-4
3,900;-2,897;-6,690;57,596;-0,0692;-0,160;1,375;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,208E-4;3,900;6,685;3,782;-128,379;0,1596;0,090;-3,065;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;0,002;-7,686E-4;3,900;5,027;-3,956;-95,411;0,1200;-0,094;-2,278;0,000;-0,116;0,194;0,0000;-0,003;0,005;0,002;-7,262E-4
3,950;-3,159;-3,607;62,638;-0,0754;-0,086;1,495;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,184E-4;3,950;6,720;-2,793;-127,603;0,1604;-0,067;-3,046;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;0,002;-7,119E-4;3,950;4,695;-8,610;-86,491;0,1121;-0,206;-2,065;-0,017;-0,058;1,164;-4,1667E-4;-0,001;0,028;0,002;-6,942E-4
4,000;-3,264;-0,291;63,995;-0,0779;-0,007;1,528;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,976E-4;4,000;6,405;-9,192;-120,428;0,1529;-0,219;-2,875;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;0,002;-7,967E-4;4,000;4,154;-12,683;-74,467;0,0992;-0,303;-1,778;-0,017;0,058;1,164;-4,1667E-4;0,001;0,028;0,002;-7,631E-4
4,050;-3,194;2,967;61,087;-0,0762;0,071;1,458;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,165E-4;4,050;5,777;-15,068;-107,047;0,1379;-0,360;-2,556;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;0,002;-7,166E-4;4,050;3,403;-16,115;-60,311;0,0812;-0,385;-1,440;0,000;0,116;0,194;0,0000;0,003;0,005;0,002;-6,991E-4
4,100;-2,950;5,934;54,881;-0,0704;0,142;1,310;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,378E-4;4,100;4,869;-20,071;-88,236;0,1162;-0,479;-2,106;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;0,002;-6,808E-4;4,100;2,513;-18,791;-44,021;0,0600;-0,449;-1,051;0,000;0,058;-0,582;0,0000;0,001;-0,014;0,002;-6,450E-4
4,150;-2,583;8,494;46,930;-0,0617;0,203;1,120;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,268E-4;4,150;3,735;-24,027;-65,353;0,0892;-0,574;-1,560;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;0,002;-7,767E-4;4,150;1,501;-20,595;-25,404;0,0358;-0,492;-0,606;0,000;0,000;-0,582;0,0000;0,000;-0,014;0,002;-7,303E-4
4,200;-2,094;10,647;37,428;-0,0500;0,254;0,894;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,829E-4;4,200;2,426;-26,704;-39,949;0,0579;-0,638;-0,954;0,000;0,116;-0,388;0,0000;0,003;-0,009;0,002;-8,183E-4;4,200;0,419;-21,409;-5,042;0,0100;-0,511;-0,120;0,000;0,000;-0,194;0,0000;0,000;-0,005;0,002;-7,234E-4
4,250;-1,501;12,334;25,792;-0,0358;0,294;0,616;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,514E-4;4,250;1,012;-28,042;-13,575;0,0242;-0,669;-0,324;0,000;0,058;-0,776;0,0000;0,001;-0,019;0,002;-7,418E-4;4,250;-0,681;-21,118;15,902;-0,0163;-0,504;0,380;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,631E-4
4,300;-0,838;13,323;12,411;-0,0200;0,318;0,296;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,754E-4;4,300;-0,419;-28,042;12,799;-0,0100;-0,669;0,306;0,000;0,000;-0,582;0,0000;0,000;-0,014;0,002;-7,527E-4;4,300;-1,728;-19,780;36,070;-0,0412;-0,472;0,861;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,981E-4
4,350;-0,140;13,555;-1,164;-0,0033;0,324;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,624E-4;4,350;-1,833;-26,762;38,979;-0,0437;-0,639;0,931;0,000;0,000;-0,194;0,0000;0,000;-0,005;0,002;-7,305E-4;4,350;-2,688;-17,453;54,493;-0,0642;-0,417;1,301;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,587E-4
4,400;0,541;13,148;-13,769;0,0129;0,314;-0,329;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,255E-4;4,400;-3,142;-24,144;63,801;-0,0750;-0,576;1,523;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,268E-4;4,400;-3,508;-14,254;70,395;-0,0837;-0,340;1,681;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,839E-4
4,450;1,187;12,159;-25,598;0,0283;0,290;-0,611;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,878E-4;4,450;-4,294;-20,246;84,939;-0,1025;-0,483;2,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,525E-4;4,450;-4,136;-10,297;82,806;-0,0987;-0,246;1,977;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,484E-4
4,500;1,780;10,588;-36,652;0,0425;0,253;-0,875;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,972E-4;4,500;-5,201;-15,417;100,453;-0,1242;-0,368;2,398;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-5,973E-4;4,500;-4,555;-5,818;90,563;-0,1087;-0,139;2,162;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,097E-4
4,550;2,269;8,436;-45,766;0,0542;0,201;-1,093;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,262E-4;4,550;-5,847;-10,007;110,344;-0,1396;-0,239;2,634;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,046E-4;4,550;-4,730;-1,047;92,502;-0,1129;-0,025;2,208;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,388E-4
4,600;2,635;5,876;-51,972;0,0629;0,140;-1,241;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,811E-4;4,600;-6,213;-4,247;115,192;-0,1483;-0,101;2,750;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,502E-4;4,600;-4,660;3,665;88,430;-0,1112;0,087;2,111;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,464E-4
4,650;2,862;3,142;-55,075;0,0683;0,075;-1,315;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,202E-4;4,650;-6,283;1,687;114,804;-0,1500;0,040;2,741;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,913E-4;4,650;-4,346;7,970;79,703;-0,1037;0,190;1,903;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,354E-4
4,700;2,950;0,291;-55,269;0,0704;0,007;-1,319;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,600E-4;4,700;-6,039;7,447;108,986;-0,1442;0,178;2,602;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,597E-4;4,700;-3,840;11,694;68,262;-0,0917;0,279;1,630;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,355E-4
4,750;2,897;-2,502;-52,748;0,0692;-0,060;-1,259;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,192E-4;4,750;-5,515;12,741;98,514;-0,1317;0,304;2,352;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,482E-4;4,750;-3,159;14,835;54,881;-0,0754;0,354;1,310;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,965E-4
4,800;2,688;-5,061;-48,094;0,0642;-0,121;-1,148;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,169E-4;4,800;-4,747;17,395;84,164;-0,1133;0,415;2,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,200E-4;4,800;-2,339;17,279;39,173;-0,0558;0,412;0,935;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,842E-4
4,850;2,374;-7,330;-42,276;0,0567;-0,175;-1,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,021E-4;4,850;-3,752;21,293;65,741;-0,0896;0,508;1,569;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,475E-4;4,850;-1,396;18,850;21,332;-0,0333;0,450;0,509;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,905E-4
4,900;1,955;-9,308;-35,101;0,0467;-0,222;-0,838;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,790E-4;4,900;-2,583;24,144;43,439;-0,0617;0,576;1,037;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,454E-4;4,900;-0,419;19,431;2,715;-0,0100;0,464;0,065;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,044E-4
4,950;1,431;-10,937;-25,792;0,0342;-0,261;-0,616;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,622E-4;4,950;-1,292;25,715;18,617;-0,0308;0,614;0,444;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,695E-4;4,950;0,576;19,082;-15,708;0,0137;0,456;-0,375;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,903E-4
5,000;0,838;-11,985;-14,544;0,0200;-0,286;-0,347;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,765E-4;5,000;0,035;26,005;-6,593;8,3333E-4;0,621;-0,157;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,752E-4;5,000;1,518;17,861;-33,355;0,0362;0,426;-0,796;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,667E-4
5,050;0,209;-12,392;-2,521;0,0050;-0,296;-0,060;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,536E-4;5,050;1,344;25,016;-30,640;0,0321;0,597;-0,731;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,470E-4;5,050;2,391;15,708;-49,451;0,0571;0,375;-1,181;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,759E-4
5,100;-0,419;-12,217;9,308;-0,0100;-0,292;0,222;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,101E-4;5,100;2,583;22,864;-52,748;0,0617;0,546;-1,259;0,000;0,000;-0,194;0,0000;0,000;-0,005;0,002;-6,797E-4;5,100;3,124;12,799;-62,832;0,0746;0,306;-1,500;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,715E-4
5,150;-1,030;-11,461;20,944;-0,0246;-0,274;0,500;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,251E-4;5,150;3,665;19,664;-72,334;0,0875;0,469;-1,727;0,000;0,000;-0,582;0,0000;0,000;-0,014;0,002;-8,072E-4;5,150;3,683;9,308;-72,722;0,0879;0,222;-1,736;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,457E-4
5,200;-1,588;-10,123;31,998;-0,0379;-0,242;0,764;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,548E-4;5,200;4,573;15,533;-88,818;0,1092;0,371;-2,120;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;0,002;-7,246E-4;5,200;4,067;5,411;-78,928;0,0971;0,129;-1,884;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,997E-4
5,250;-2,059;-8,203;41,306;-0,0492;-0,196;0,986;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,985E-4;5,250;5,253;10,647;-101,035;0,1254;0,254;-2,412;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;0,002;-7,540E-4;5,250;4,241;1,280;-80,867;0,1012;0,031;-1,931;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,253E-4
5,300;-2,426;-5,876;47,900;-0,0579;-0,140;1,144;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,587E-4;5,300;5,655;5,236;-107,435;0,1350;0,125;-2,565;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;0,002;-8,085E-4;5,300;4,189;-2,851;-78,346;0,1000;-0,068;-1,870;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,032E-4
5,350;-2,653;-3,316;51,390;-0,0633;-0,079;1,227;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,933E-4;5,350;5,777;-0,349;-107,241;0,1379;-0,008;-2,560;-0,017;-0,058;0,970;-4,1667E-4;-0,001;0,023;0,002;-7,468E-4;5,350;3,944;-6,690;-71,946;0,0942;-0,160;-1,718;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,069E-4
5,400;-2,758;-0,640;52,166;-0,0658;-0,015;1,245;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,752E-4;5,400;5,620;-5,701;-101,229;0,1342;-0,136;-2,417;-0,017;0,000;1,164;-4,1667E-4;0,000;0,028;0,002;-6,973E-4;5,400;3,508;-10,123;-62,638;0,0837;-0,242;-1,495;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,058E-4
5,450;-2,723;1,978;50,615;-0,0650;0,047;1,208;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,323E-4;5,450;5,184;-10,588;-91,145;0,1237;-0,253;-2,176;-0,017;0,058;0,970;-4,1667E-4;0,001;0,023;0,002;-7,422E-4;5,450;2,915;-13,032;-51,196;0,0696;-0,311;-1,222;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,336E-4
5,500;-2,548;4,480;46,930;-0,0608;0,107;1,120;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,960E-4;5,500;4,538;-14,893;-78,346;0,1083;-0,356;-1,870;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;0,002;-7,228E-4;5,500;2,182;-15,301;-37,815;0,0521;-0,365;-0,903;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,704E-4
5,550;-2,269;6,749;41,112;-0,0542;0,161;0,981;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,332E-4;5,550;3,683;-18,500;-62,638;0,0879;-0,442;-1,495;0,000;0,116;-0,388;0,0000;0,003;-0,009;0,002;-7,920E-4;5,550;1,361;-16,872;-22,689;0,0325;-0,403;-0,542;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,527E-4
5,600;-1,868;8,668;32,967;-0,0446;0,207;0,787;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,994E-4;5,600;2,653;-21,293;-43,827;0,0633;-0,508;-1,046;0,000;0,058;-0,776;0,0000;0,001;-0,019;0,002;-7,695E-4;5,600;0,471;-17,628;-6,206;0,0112;-0,421;-0,148;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,182E-4
5,650;-1,379;10,123;23,077;-0,0329;0,242;0,551;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,091E-4;5,650;1,518;-22,980;-22,689;0,0362;-0,549;-0,542;0,000;0,000;-0,582;0,0000;0,000;-0,014;0,002;-7,792E-4;5,650;-0,436;-17,511;11,054;-0,0104;-0,418;0,264;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,267E-4
5,700;-0,838;10,996;12,411;-0,0200;0,262;0,296;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,010E-4;5,700;0,314;-23,562;-0,776;0,0075;-0,562;-0,019;0,000;0,000;-0,194;0,0000;0,000;-0,005;0,002;-7,600E-4;5,700;-1,309;-16,522;28,119;-0,0312;-0,394;0,671;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,600E-4
